id,school_name,state,school_type,grade_level,funding_per_student_usd,avg_test_score_percent,student_teacher_ratio,percent_low_income,percent_minority,internet_access_percent,dropout_rate_percent,digital_divide_score,resource_pressure_score,socioeconomic_risk_score,academic_health_score,equity_score,risk_category
327,Thomas Middle School,Illinois,Charter,High,6615.56,40.0,24.0,14.6,77.2,74.1,5.45,25.900000000000006,24.0,45.9,34.55,15.422079091053295,High Risk
328,Rodriguez Elementary School,Georgia,Charter,Elementary,7840.1,40.0,27.3,24.2,31.3,70.5,4.07,29.5,27.3,27.75,35.93,16.815550358617042,High Risk
329,Kaiser Elementary School,Georgia,Private,Middle,23855.36,50.5,27.0,26.9,56.3,64.8,6.0,35.2,27.0,41.599999999999994,44.5,43.639918298589095,Medium Risk
330,Murphy Elementary School,California,Charter,Elementary,7337.24,40.0,10.7,52.0,78.4,74.4,6.32,25.599999999999994,10.7,65.2,33.68,20.992528382284927,High Risk
331,Garcia Middle School,Michigan,Charter,Elementary,7191.61,50.0,16.6,20.8,73.6,75.5,0.65,24.5,16.6,47.199999999999996,49.35,35.07637963918138,High Risk
332,Evans High School,Florida,Public,Middle,10008.7,40.0,24.3,76.8,69.8,76.8,8.43,23.200000000000003,24.3,73.3,31.57,14.984911314623146,High Risk
333,White Elementary School,New York,Charter,Middle,12585.34,50.9,19.5,31.4,74.0,97.7,3.08,2.299999999999997,19.5,52.7,47.82,46.602466027354296,Medium Risk
334,Horton Middle School,Georgia,Private,Middle,24975.1,58.3,26.3,41.8,80.2,95.7,4.13,4.299999999999997,26.3,61.0,54.169999999999995,63.77105802090096,Medium Risk
335,Allen Elementary School,Georgia,Charter,Middle,12355.11,40.0,23.3,65.1,89.8,54.7,11.69,45.3,23.3,77.44999999999999,28.310000000000002,8.573297245700076,High Risk
336,Moore Middle School,Texas,Public,High,10735.8,42.5,16.4,25.5,45.2,69.5,6.26,30.5,16.4,35.35,36.24,27.153996986527243,High Risk
337,Bennett Middle School,New York,Private,Elementary,21513.68,45.5,19.4,80.1,58.1,68.3,9.63,31.700000000000003,19.4,69.1,35.87,34.97707795588216,High Risk
338,Torres Middle School,North Carolina,Charter,Elementary,24744.42,58.9,17.6,62.2,26.5,66.7,6.26,33.3,17.6,44.35,52.64,60.554918075320295,Medium Risk
339,Roberson Elementary School,Florida,Charter,High,7863.12,48.8,22.9,20.6,93.7,89.2,6.55,10.799999999999997,22.9,57.150000000000006,42.25,31.468255168289055,High Risk
340,Gonzales Elementary School,California,Private,High,8029.51,49.3,15.1,51.6,21.5,88.5,2.54,11.5,15.1,36.55,46.76,41.195431323741666,Medium Risk
341,Thomas Middle School,New York,Charter,Middle,21677.02,40.0,21.8,49.4,43.2,53.2,7.9,46.8,21.8,46.3,32.1,25.73671320601838,High Risk
342,Koch High School,New York,Public,Middle,15428.27,47.4,23.4,14.2,51.6,54.5,6.17,45.5,23.4,32.9,41.23,29.71567234249764,High Risk
343,Wilson Middle School,Pennsylvania,Charter,High,6706.94,40.0,23.1,54.1,14.5,50.9,9.67,49.1,23.1,34.3,30.33,7.707693757124338,High Risk
344,Carter High School,Illinois,Private,High,16953.66,58.9,15.8,53.9,36.7,91.1,1.57,8.900000000000006,15.8,45.3,57.33,63.01220062940455,Medium Risk
345,Hawkins Middle School,New York,Public,Middle,20499.45,58.0,27.3,45.7,14.9,71.6,4.22,28.400000000000006,27.3,30.3,53.78,53.48568675623897,Medium Risk
346,Aguilar Middle School,Texas,Charter,Elementary,9576.73,40.0,29.5,64.2,94.7,67.8,13.92,32.2,29.5,79.45,26.08,5.035841496596731,High Risk
347,Watkins High School,Illinois,Private,Elementary,9519.47,48.2,19.6,12.4,23.7,80.3,1.93,19.700000000000003,19.6,18.05,46.27,38.96154680687458,High Risk
348,Clarke High School,New York,Private,Elementary,13690.34,51.8,15.7,52.4,43.1,78.7,3.26,21.299999999999997,15.7,47.75,48.54,45.19327351165943,Medium Risk
349,Williams Middle School,North Carolina,Private,Elementary,15384.72,40.0,22.8,42.2,91.9,57.0,10.17,43.0,22.8,67.05000000000001,29.83,15.293767159736767,High Risk
350,Walters Elementary School,Ohio,Charter,High,21119.96,68.8,20.6,29.0,9.5,82.6,0.5,17.400000000000006,20.6,19.25,68.3,78.3230071480093,Low Risk
351,Garza Middle School,Florida,Private,Middle,13186.67,50.3,14.3,44.1,70.5,75.3,3.94,24.700000000000003,14.3,57.3,46.36,40.775025917474615,Medium Risk
352,Jordan Middle School,New York,Charter,High,23005.54,54.6,27.2,55.6,74.9,75.9,8.01,24.099999999999994,27.2,65.25,46.59,47.23496142556159,Medium Risk
353,Harrington Middle School,New York,Public,High,15841.3,40.0,12.3,87.1,45.6,54.5,8.34,45.5,12.3,66.35,31.66,21.94751622760748,High Risk
354,Vaughn High School,Texas,Charter,Elementary,16980.89,63.6,13.1,45.3,50.2,93.1,1.0,6.900000000000006,13.1,47.75,62.6,70.9714850755058,Low Risk
355,Kennedy Middle School,Texas,Charter,Elementary,8681.92,40.0,12.5,75.7,82.0,61.4,11.35,38.6,12.5,78.85,28.65,12.848556088701727,High Risk
356,Atkinson High School,Pennsylvania,Charter,Elementary,19243.89,58.8,11.9,78.9,61.6,95.0,4.1,5.0,11.9,70.25,54.699999999999996,64.56191886472315,Medium Risk
357,Smith Elementary School,Florida,Charter,High,15299.17,45.6,28.5,45.7,40.6,77.1,6.45,22.900000000000006,28.5,43.150000000000006,39.15,30.710587606150824,High Risk
358,Hill Elementary School,North Carolina,Private,Middle,6010.14,48.7,11.4,27.8,68.1,85.4,0.85,14.599999999999994,11.4,47.949999999999996,47.85,38.36574263886719,High Risk
359,Peters Middle School,Florida,Public,Elementary,17627.01,43.3,20.3,79.1,7.8,72.7,7.45,27.299999999999997,20.3,43.449999999999996,35.849999999999994,33.31696657543657,High Risk
360,Daniels Elementary School,Texas,Public,High,8138.46,40.0,10.0,46.7,58.4,58.4,5.76,41.6,10.0,52.55,34.24,18.77586161041265,High Risk
361,Rodriguez Middle School,Pennsylvania,Charter,Elementary,19989.33,55.4,22.8,64.6,55.0,97.8,4.05,2.200000000000003,22.8,59.8,51.35,57.39860953439001,Medium Risk
362,Richardson High School,Florida,Charter,Middle,10907.56,48.3,13.9,27.5,26.1,60.0,4.77,40.0,13.9,26.8,43.53,34.457053154609724,High Risk
363,King Elementary School,North Carolina,Private,Elementary,22092.54,56.9,18.3,52.7,64.0,63.9,4.0,36.1,18.3,58.35,52.9,52.73304277009617,Medium Risk
364,Martin Elementary School,Pennsylvania,Charter,Elementary,6553.06,40.0,25.0,64.6,20.1,98.8,6.72,1.2000000000000028,25.0,42.349999999999994,33.28,23.264876830679118,High Risk
365,Calhoun Elementary School,Florida,Private,Elementary,10211.94,40.0,18.4,26.0,65.6,53.0,6.32,47.0,18.4,45.8,33.68,15.128477233306446,High Risk
366,Williams Middle School,North Carolina,Private,Middle,19004.2,63.9,16.8,80.4,8.0,97.9,3.23,2.0999999999999943,16.8,44.2,60.67,72.69893590083836,Low Risk
367,Leonard High School,Michigan,Private,Elementary,15041.45,47.4,14.9,87.3,13.9,90.4,4.11,9.599999999999994,14.9,50.6,43.29,45.118069547065815,Medium Risk
368,Ortiz Elementary School,California,Public,Middle,22238.67,55.5,19.3,22.9,20.0,59.9,5.14,40.1,19.3,21.45,50.36,53.81878520081936,Medium Risk
369,Kim Elementary School,California,Private,High,19546.93,50.1,19.6,48.4,5.1,52.7,8.11,47.3,19.6,26.75,41.99,39.3476393973455,High Risk
370,Boyer High School,North Carolina,Private,Elementary,24695.63,54.8,25.0,89.7,64.6,83.9,9.75,16.099999999999994,25.0,77.15,45.05,51.058028295111015,Medium Risk
371,Frey Elementary School,Illinois,Public,High,23087.27,53.8,29.2,37.1,87.4,79.0,4.46,21.0,29.2,62.25,49.339999999999996,48.27878485759887,Medium Risk
372,Ayala High School,North Carolina,Public,Middle,6551.14,40.0,29.6,94.5,19.9,94.4,10.43,5.599999999999994,29.6,57.2,29.57,15.352396254202114,High Risk
373,Pierce Elementary School,Ohio,Private,Middle,24121.65,65.3,16.2,53.8,73.9,83.4,3.64,16.599999999999994,16.2,63.85,61.66,72.75236255172788,Low Risk
374,Cross High School,California,Private,Elementary,7506.27,40.0,29.2,68.3,18.6,85.7,6.18,14.299999999999997,29.2,43.45,33.82,17.48357367682824,High Risk
375,Hawkins Middle School,Texas,Charter,Middle,24734.07,66.9,19.3,30.9,32.9,75.8,1.69,24.200000000000003,19.3,31.9,65.21000000000001,76.29000131575167,Low Risk
376,Larsen Middle School,New York,Charter,Middle,5780.51,45.3,19.5,23.5,27.0,54.4,5.79,45.6,19.5,25.25,39.51,19.416738909780214,High Risk
377,Marshall Elementary School,New York,Private,Middle,24350.94,56.4,10.2,74.9,35.2,61.3,6.63,38.7,10.2,55.050000000000004,49.769999999999996,57.796349996040824,Medium Risk
378,Thompson High School,California,Public,Elementary,9744.0,40.0,11.8,34.0,74.4,58.2,5.96,41.8,11.8,54.2,34.04,19.207274593614336,High Risk
379,May Elementary School,Pennsylvania,Private,Elementary,11062.64,40.0,25.5,85.8,92.8,54.8,13.69,45.2,25.5,89.3,26.310000000000002,3.2988754249952823,High Risk
380,Holt Elementary School,Ohio,Public,Middle,6635.26,44.2,11.1,72.2,28.6,97.1,5.2,2.9000000000000057,11.1,50.400000000000006,39.0,35.52122600784756,High Risk
381,Blair High School,Florida,Private,Elementary,19143.43,51.7,25.2,16.3,78.2,65.3,6.67,34.7,25.2,47.25,45.03,39.781192698448685,High Risk
382,Davis High School,New York,Public,High,19629.29,47.1,19.9,70.8,63.2,51.5,6.6,48.5,19.9,67.0,40.5,30.284520856600622,High Risk
383,Pierce Elementary School,Texas,Charter,Middle,21859.29,40.0,29.4,78.8,9.5,62.1,10.78,37.9,29.4,44.15,29.22,23.644932136205327,High Risk
384,Hayes Middle School,New York,Public,Middle,17394.22,52.6,19.8,42.6,67.2,96.6,2.6,3.4000000000000057,19.8,54.900000000000006,50.0,53.6116701254143,Medium Risk
385,Ortiz High School,North Carolina,Public,High,18804.99,55.7,18.1,18.1,58.0,86.1,0.5,13.900000000000006,18.1,38.05,55.2,59.657627061762966,Medium Risk
386,Mays High School,Texas,Public,Middle,23706.87,43.5,18.5,75.3,84.2,53.9,10.78,46.1,18.5,79.75,32.72,28.601076755399205,High Risk
387,Stafford High School,New York,Public,Elementary,20202.08,55.7,19.1,69.3,58.6,86.0,6.86,14.0,19.1,63.95,48.84,54.220745482863585,Medium Risk
388,Strong High School,Georgia,Public,Elementary,23317.95,61.3,19.8,90.4,18.7,97.9,3.34,2.0999999999999943,19.8,54.550000000000004,57.959999999999994,71.29568687024278,Low Risk
389,Williams High School,Texas,Public,Elementary,5921.11,40.0,28.1,55.7,91.2,82.0,9.1,18.0,28.1,73.45,30.9,9.533712296932308,High Risk
390,Martinez High School,Florida,Charter,Middle,7665.8,40.0,26.6,88.7,67.3,65.4,11.12,34.599999999999994,26.6,78.0,28.880000000000003,5.12446062109356,High Risk
391,Vargas Elementary School,Texas,Private,Elementary,7186.42,40.0,17.9,29.3,48.0,86.2,2.46,13.799999999999997,17.9,38.65,37.54,26.158133850017784,High Risk
392,Ross High School,North Carolina,Private,Elementary,13260.81,40.0,13.9,86.7,83.1,54.5,12.7,45.5,13.9,84.9,27.3,13.505463960427692,High Risk
393,Hernandez Elementary School,Pennsylvania,Charter,Middle,20641.58,40.0,27.6,89.4,16.2,51.9,12.15,48.1,27.6,52.800000000000004,27.85,17.922157796608754,High Risk
394,Nunez Elementary School,Texas,Public,Middle,22357.18,63.6,23.4,45.5,36.6,93.8,2.86,6.200000000000003,23.4,41.05,60.74,71.57829051096734,Low Risk
395,Harris Middle School,North Carolina,Charter,Elementary,12591.91,48.7,12.8,41.0,73.7,63.8,2.82,36.2,12.8,57.35,45.88,35.499215357755524,High Risk
396,Flores Middle School,Pennsylvania,Charter,Middle,24239.13,64.6,14.1,39.6,35.8,71.3,4.35,28.700000000000003,14.1,37.7,60.24999999999999,72.3486079440423,Low Risk
397,Newman Middle School,Texas,Public,High,18376.59,61.2,10.7,39.2,45.1,70.6,2.72,29.400000000000006,10.7,42.150000000000006,58.480000000000004,63.23217754716039,Medium Risk
398,Smith Middle School,Georgia,Public,Elementary,17773.08,43.5,26.5,94.2,67.2,89.4,9.67,10.599999999999994,26.5,80.7,33.83,29.78591955050294,High Risk
399,Butler High School,California,Private,Elementary,5157.76,41.8,15.2,34.8,68.7,74.4,5.27,25.599999999999994,15.2,51.75,36.53,20.40222528572718,High Risk
400,Brown High School,Florida,Private,High,22595.3,42.9,23.7,71.6,67.4,60.5,8.79,39.5,23.7,69.5,34.11,28.17414561007803,High Risk
401,Mitchell Elementary School,Pennsylvania,Private,High,22415.37,48.4,25.0,34.1,55.1,50.9,9.31,49.1,25.0,44.6,39.089999999999996,33.83080806472216,High Risk
402,Myers Elementary School,Pennsylvania,Private,High,17933.4,40.0,29.1,87.5,84.7,64.7,12.66,35.3,29.1,86.1,27.34,13.519070614819134,High Risk
403,Harper Elementary School,Pennsylvania,Private,Elementary,23525.49,56.9,28.5,55.2,55.1,80.8,6.2,19.200000000000003,28.5,55.150000000000006,50.699999999999996,53.81373508449175,Medium Risk
404,Shaw Elementary School,New York,Charter,Elementary,13771.92,40.0,28.3,47.2,11.1,52.4,8.83,47.6,28.3,29.150000000000002,31.17,14.496774904192524,High Risk
405,Buckley High School,Georgia,Charter,Middle,18430.67,50.2,15.8,78.3,28.8,67.8,6.5,32.2,15.8,53.55,43.7,42.62760138355485,Medium Risk
406,Campbell Middle School,North Carolina,Public,Elementary,18879.04,51.3,11.9,73.1,25.6,68.7,6.57,31.299999999999997,11.9,49.349999999999994,44.73,47.612433684723946,Medium Risk
407,Bradford High School,Florida,Charter,High,13166.72,40.0,29.1,93.7,6.5,50.9,13.66,49.1,29.1,50.1,26.34,7.7422087752272075,High Risk
408,Garcia Middle School,Ohio,Private,High,9050.24,40.0,25.1,90.0,40.3,68.9,11.92,31.099999999999994,25.1,65.15,28.08,10.230956446007216,High Risk
409,Martin Middle School,New York,Public,High,13491.54,41.1,24.4,42.0,16.0,84.9,4.95,15.099999999999994,24.4,29.0,36.15,30.81756638263097,High Risk
410,Meyer Middle School,Ohio,Public,High,16080.11,44.1,28.5,39.1,74.7,91.0,6.43,9.0,28.5,56.900000000000006,37.67,32.70797907522176,High Risk
411,Carney High School,Georgia,Charter,Middle,14305.94,42.9,12.8,91.3,68.3,95.6,5.88,4.400000000000006,12.8,79.8,37.019999999999996,36.93703111382859,High Risk
412,Duke High School,North Carolina,Charter,Middle,24779.02,46.2,14.9,91.4,43.1,74.3,10.78,25.700000000000003,14.9,67.25,35.42,44.042739224427365,Medium Risk
413,Gardner Middle School,Michigan,Charter,Elementary,9735.4,40.0,28.7,31.1,39.4,71.6,4.97,28.400000000000006,28.7,35.25,35.03,17.140868697934373,High Risk
414,Ramirez Elementary School,Illinois,Private,High,13679.75,41.8,17.3,82.2,78.7,70.2,10.92,29.799999999999997,17.3,80.45,30.879999999999995,21.092716076845193,High Risk
415,Strickland High School,Georgia,Public,High,23327.88,62.9,19.0,40.7,46.1,87.1,3.62,12.900000000000006,19.0,43.400000000000006,59.28,71.39897755707457,Low Risk
416,Huynh Elementary School,New York,Public,Elementary,19734.53,55.5,25.2,48.1,34.0,86.0,3.39,14.0,25.2,41.05,52.11,54.634858692494696,Medium Risk
417,Gordon Elementary School,Illinois,Charter,Elementary,9063.65,43.7,21.8,20.7,22.2,53.8,8.39,46.2,21.8,21.45,35.31,19.081528009061586,High Risk
418,Romero Elementary School,Florida,Charter,High,19745.31,67.4,17.8,39.1,10.3,86.3,1.72,13.700000000000003,17.8,24.700000000000003,65.68,76.61717922854646,Low Risk
419,Davis High School,Florida,Private,Middle,13401.04,40.0,24.8,54.2,30.7,65.2,9.56,34.8,24.8,42.45,30.439999999999998,18.364557031908838,High Risk
420,Christensen Middle School,Michigan,Private,Elementary,6853.48,53.4,18.3,25.7,84.7,98.4,1.26,1.5999999999999943,18.3,55.2,52.14,44.43057056705718,Medium Risk
421,Guzman High School,Ohio,Private,Middle,9776.23,40.0,15.2,77.2,51.4,57.7,9.21,42.3,15.2,64.3,30.79,14.24632945233695,High Risk
422,Bowman High School,Georgia,Public,Elementary,10646.73,40.0,28.1,87.8,38.5,59.4,12.22,40.6,28.1,63.15,27.78,7.190559462286746,High Risk
423,Wise Middle School,North Carolina,Private,High,6642.31,40.0,20.4,64.8,54.2,91.9,6.63,8.099999999999994,20.4,59.5,33.37,21.300111065561033,High Risk
424,Pena High School,Pennsylvania,Private,Elementary,5934.75,40.0,19.4,13.8,91.9,75.3,5.97,24.700000000000003,19.4,52.85,34.03,16.51466833855636,High Risk
425,Farley Middle School,Illinois,Private,Middle,8232.3,40.0,23.6,73.0,86.0,68.6,10.64,31.400000000000006,23.6,79.5,29.36,8.634637032024804,High Risk
426,Pena High School,Michigan,Private,Elementary,5362.72,40.0,13.5,43.7,91.3,73.5,4.58,26.5,13.5,67.5,35.42,17.235674623642034,High Risk
427,Morton High School,California,Private,High,10439.06,49.6,23.0,41.6,55.2,92.0,4.87,8.0,23.0,48.400000000000006,44.730000000000004,38.31251254526939,High Risk
428,Dyer Middle School,New York,Private,High,14084.19,45.9,23.6,50.7,64.2,60.4,9.54,39.6,23.6,57.45,36.36,23.340794046705728,High Risk
429,Anderson Middle School,Illinois,Charter,Middle,20069.05,40.6,17.4,70.6,45.2,55.6,10.2,44.4,17.4,57.9,30.400000000000002,25.347244675361132,High Risk
430,Shields Middle School,Illinois,Charter,High,15835.24,47.4,29.7,47.1,54.4,84.4,7.51,15.599999999999994,29.7,50.75,39.89,33.84684631705903,High Risk
431,Wilson High School,Illinois,Charter,Elementary,17667.6,40.9,26.9,44.5,10.9,59.8,7.76,40.2,26.9,27.7,33.14,24.172034414096473,High Risk
432,Rios Middle School,Georgia,Public,Middle,6600.83,40.7,14.8,90.4,61.3,96.7,5.57,3.299999999999997,14.8,75.85,35.13,25.22648374609291,High Risk
433,Bryan Elementary School,Florida,Charter,Elementary,7578.83,47.6,13.3,52.2,47.8,95.5,1.44,4.5,13.3,50.0,46.160000000000004,40.693896172628335,Medium Risk
434,Thompson High School,Georgia,Charter,High,14062.74,40.0,23.1,81.2,66.3,79.7,7.51,20.299999999999997,23.1,73.75,32.49,21.733702837497564,High Risk
435,Morales Elementary School,Texas,Private,Elementary,8197.86,41.7,21.3,94.7,32.1,98.1,7.78,1.9000000000000057,21.3,63.400000000000006,33.92,25.758833655579046,High Risk
436,Smith High School,California,Public,Middle,12553.16,40.0,23.5,84.0,31.0,90.3,7.91,9.700000000000003,23.5,57.5,32.09,25.50250048238538,High Risk
437,Riley Elementary School,Illinois,Charter,High,22718.72,56.9,16.0,36.9,74.2,69.5,3.47,30.5,16.0,55.55,53.43,57.35826865260663,Medium Risk
438,Johnson High School,California,Public,Middle,5918.98,40.0,16.0,92.3,94.0,51.9,8.73,48.1,16.0,93.15,31.27,3.5221535759118154,High Risk
439,Hart Middle School,Georgia,Private,Middle,24981.9,50.6,28.4,75.9,13.0,78.4,6.62,21.599999999999994,28.4,44.45,43.980000000000004,48.30483914396106,Medium Risk
440,Mckinney Middle School,Pennsylvania,Private,High,10686.95,40.0,29.7,91.1,51.5,74.9,13.11,25.099999999999994,29.7,71.3,26.89,10.162948160519079,High Risk
441,Lane High School,Florida,Public,Middle,21661.84,56.2,17.5,84.5,44.6,93.5,4.38,6.5,17.5,64.55,51.82,61.08353596045544,Medium Risk
442,Vazquez Elementary School,Pennsylvania,Charter,High,11144.58,43.1,13.4,59.7,51.1,64.9,7.11,35.099999999999994,13.4,55.400000000000006,35.99,25.34319625485909,High Risk
443,Oconnor Elementary School,North Carolina,Public,High,12468.53,41.8,16.5,63.1,14.0,56.6,6.12,43.4,16.5,38.55,35.68,23.389359994823444,High Risk
444,Yates Elementary School,North Carolina,Public,Middle,17295.27,52.9,21.1,86.8,38.7,88.2,8.55,11.799999999999997,21.1,62.75,44.349999999999994,46.437979690441715,Medium Risk
445,Herrera High School,Texas,Private,High,17924.69,48.2,22.8,10.3,42.8,50.4,5.2,49.6,22.8,26.549999999999997,43.0,33.826787644835434,High Risk
446,Carroll High School,New York,Charter,High,5126.28,40.0,24.6,91.1,14.5,99.5,7.9,0.5,24.6,52.8,32.1,20.109122419075298,High Risk
447,Raymond Elementary School,Ohio,Charter,Elementary,16813.75,55.4,26.5,59.9,18.7,93.1,7.41,6.900000000000006,26.5,39.3,47.989999999999995,51.277287661490405,Medium Risk
448,Swanson Elementary School,Texas,Public,Elementary,6020.51,40.0,26.6,34.2,90.2,76.5,9.03,23.5,26.6,62.2,30.97,10.196866051500715,High Risk
449,Hill High School,Florida,Public,Middle,24406.3,74.7,12.3,27.7,22.7,78.1,0.5,21.900000000000006,12.3,25.2,74.2,91.77065920367393,Low Risk
450,Hunt Elementary School,Florida,Charter,Middle,12617.67,43.6,24.4,57.0,32.7,76.9,6.33,23.099999999999994,24.4,44.85,37.27,27.275312266794067,High Risk
451,Moss High School,Florida,Charter,Elementary,9099.77,40.0,24.5,66.2,63.0,60.5,10.02,39.5,24.5,64.6,29.98,8.64952163562918,High Risk
452,Cunningham High School,Georgia,Charter,Elementary,8154.29,40.0,19.2,89.6,60.2,74.4,10.38,25.599999999999994,19.2,74.9,29.619999999999997,13.856048380554558,High Risk
453,Green Middle School,North Carolina,Private,Middle,8569.4,45.0,24.9,65.5,65.7,89.3,6.97,10.700000000000003,24.9,65.6,38.03,25.15274113340962,High Risk
454,Anderson High School,Pennsylvania,Charter,Middle,10250.37,58.1,20.6,24.8,45.1,87.7,0.95,12.299999999999997,20.6,34.95,57.15,52.020703980529106,Medium Risk
455,Dennis High School,Ohio,Charter,Middle,23348.72,66.6,28.9,19.3,19.9,97.1,2.12,2.9000000000000057,28.9,19.6,64.47999999999999,77.66692685060363,Low Risk
456,Bishop Middle School,Ohio,Public,Middle,10539.69,40.0,27.2,14.6,44.0,57.5,6.6,42.5,27.2,29.3,33.4,14.138687807122107,High Risk
457,Mcdowell Elementary School,Ohio,Private,Elementary,15418.75,46.4,26.4,48.4,53.7,67.6,10.59,32.400000000000006,26.4,51.05,35.81,26.793210555601462,High Risk
458,Gibson High School,Georgia,Public,Elementary,7251.77,43.2,10.8,20.0,59.8,69.4,2.81,30.599999999999994,10.8,39.9,40.39,28.098192110039808,High Risk
459,Thompson High School,Pennsylvania,Public,High,23647.13,51.0,27.4,89.2,89.8,91.2,11.33,8.799999999999997,27.4,89.5,39.67,43.91580181410521,Medium Risk
460,Mckee Middle School,Texas,Charter,Elementary,7314.17,40.0,13.9,52.4,55.0,66.3,6.87,33.7,13.9,53.7,33.13,17.64893031567724,High Risk
461,Thomas Elementary School,New York,Charter,Middle,22980.07,59.9,19.1,80.9,53.8,96.3,5.9,3.700000000000003,19.1,67.35,54.0,66.11747499895206,Medium Risk
462,Copeland Middle School,California,Private,High,5928.37,40.0,21.4,87.3,22.8,88.9,6.96,11.099999999999994,21.4,55.05,33.04,19.321225737013723,High Risk
463,Potts Middle School,Texas,Public,High,20838.57,44.7,23.7,70.2,37.6,80.1,6.6,19.900000000000006,23.7,53.900000000000006,38.1,38.28875290720108,High Risk
464,Lee Middle School,Florida,Private,Middle,24491.68,42.8,26.2,45.6,84.2,62.7,9.58,37.3,26.2,64.9,33.22,29.848583658817407,High Risk
465,Woodard High School,Michigan,Private,Elementary,20753.33,56.2,21.6,19.0,40.5,77.8,3.44,22.200000000000003,21.6,29.75,52.760000000000005,57.4511209926618,Medium Risk
466,Lambert High School,Georgia,Private,High,21795.7,47.9,16.2,77.6,57.9,64.2,8.45,35.8,16.2,67.75,39.45,39.38751931082641,High Risk
467,Kelly Elementary School,Ohio,Private,Elementary,19612.89,47.7,19.8,35.9,57.3,52.7,5.39,47.3,19.8,46.599999999999994,42.31,34.842627552150965,High Risk
468,Richard Elementary School,North Carolina,Public,Elementary,7243.24,55.6,13.1,29.5,86.2,88.4,0.5,11.599999999999994,13.1,57.85,55.1,47.087673746522775,Medium Risk
469,Lowe Elementary School,New York,Public,High,19831.89,51.5,16.8,89.4,94.7,78.1,6.73,21.900000000000006,16.8,92.05000000000001,44.769999999999996,43.405100489222754,Medium Risk
470,Mitchell Elementary School,Georgia,Charter,Elementary,24895.76,69.1,15.3,10.3,9.0,78.4,0.5,21.599999999999994,15.3,9.65,68.6,86.00260869256473,Low Risk
471,Campbell High School,New York,Charter,Elementary,16600.84,52.6,18.8,76.7,76.1,98.5,5.44,1.5,18.8,76.4,47.160000000000004,49.677816900834884,Medium Risk
472,Carr Middle School,California,Charter,Middle,12509.36,40.0,26.8,18.8,58.8,50.5,9.34,49.5,26.8,38.8,30.66,11.676884628827898,High Risk
473,Carroll Elementary School,Illinois,Charter,Elementary,7138.51,40.0,17.9,94.5,76.3,80.8,9.57,19.200000000000003,17.9,85.4,30.43,14.562145810194114,High Risk
474,Smith Elementary School,Florida,Public,High,15009.82,40.0,27.2,46.8,41.4,58.0,6.5,42.0,27.2,44.099999999999994,33.5,17.48727981643848,High Risk
475,Rodriguez Elementary School,New York,Charter,Elementary,11528.83,40.0,30.0,66.8,73.4,76.1,9.97,23.900000000000006,30.0,70.1,30.03,12.957685336162568,High Risk
476,Giles Elementary School,Michigan,Public,High,11140.85,56.1,10.1,45.8,36.8,99.7,0.5,0.29999999999999716,10.1,41.3,55.6,60.16471230152485,Medium Risk
477,Lopez High School,Michigan,Public,Elementary,8813.09,51.3,10.1,58.1,32.2,81.4,5.56,18.599999999999994,10.1,45.150000000000006,45.739999999999995,42.43328394700958,Medium Risk
478,Villa High School,Texas,Public,Elementary,8649.96,40.0,21.1,44.0,51.0,80.6,3.95,19.400000000000006,21.1,47.5,36.05,22.164774748866343,High Risk
479,Guerra Middle School,North Carolina,Public,High,23683.21,70.3,11.3,36.6,6.1,81.8,0.5,18.200000000000003,11.3,21.35,69.8,87.94076170899008,Low Risk
480,Jones Elementary School,Ohio,Private,High,23284.76,75.0,28.3,11.4,88.4,97.4,2.14,2.5999999999999943,28.3,49.900000000000006,72.86,84.12519345323992,Low Risk
481,Lee Elementary School,Texas,Public,High,7012.78,40.0,21.0,29.2,58.1,57.4,7.5,42.6,21.0,43.65,32.5,11.212586924747328,High Risk
482,Bell High School,Florida,Public,Elementary,15823.87,62.7,19.3,18.8,39.5,81.4,1.42,18.599999999999994,19.3,29.15,61.28,63.26871304406647,Medium Risk
483,Jackson Elementary School,North Carolina,Public,High,22386.16,64.3,19.0,46.3,7.2,87.6,1.6,12.400000000000006,19.0,26.75,62.699999999999996,75.40826225067957,Low Risk
484,Castro Elementary School,North Carolina,Private,Middle,8362.24,48.7,11.1,25.4,86.2,72.3,3.28,27.700000000000003,11.1,55.8,45.42,34.53981194644262,High Risk
485,Patterson Elementary School,Ohio,Private,Middle,18853.83,56.2,25.8,30.3,32.2,85.4,4.0,14.599999999999994,25.8,31.25,52.2,54.999259615989764,Medium Risk
486,Rice High School,Illinois,Private,Elementary,7230.65,46.8,22.6,13.3,68.8,93.6,0.95,6.400000000000006,22.6,41.05,45.849999999999994,34.731305464445434,High Risk
487,Turner High School,North Carolina,Charter,Elementary,6176.17,40.0,28.2,74.9,88.8,90.2,10.44,9.799999999999997,28.2,81.85,29.560000000000002,10.852418169618986,High Risk
488,Hayes Middle School,Illinois,Private,High,10128.18,40.3,21.1,88.2,64.8,93.2,6.57,6.799999999999997,21.1,76.5,33.73,23.4257655128006,High Risk
489,Suarez Middle School,Ohio,Charter,High,8257.66,40.0,25.8,77.5,87.4,56.4,12.86,43.6,25.8,82.45,27.14,1.7518177219709656,High Risk
